MSZoning,LotAreaInThousand,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSFInHundred,1stFlrSF,2ndFlrSFInHundred,2ndFlrSF,Functional,GarageType,GarageAreaInHundreds,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice,SalesPriceInThousand
RL,5.389,5389,IR1,AllPub,TwnhsE,1Story,8,5,1995,GasA,Y,SBrkr,16.16,1616,0,0,Typ,Attchd,6.08,608,Y,2010,WD,Normal,236500,236.5
RL,9.59,9590,IR1,AllPub,1Fam,SLvl,7,5,2003,GasA,Y,SBrkr,11.46,1146,0,0,Typ,Attchd,4.38,438,Y,2007,WD,Normal,187500,187.5
RL,11.404,11404,IR1,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,11.53,1153,8.78,878,Typ,Attchd,5.41,541,Y,2008,WD,Normal,222500,222.5
RL,10,10000,Reg,AllPub,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,11.44,1144,0,0,Typ,Attchd,2.64,264,Y,2009,WD,Normal,131400,131.4
RL,8.978,8978,IR1,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,9.48,948,0,0,Typ,Attchd,3,300,Y,2007,WD,Family,108000,108
RM,10.8,10800,Reg,AllPub,1Fam,2.5Unf,7,7,1914,GasW,N,SBrkr,8.8,880,8.88,888,Typ,Detchd,3.2,320,N,2006,WD,Normal,163000,163
RL,8.544,8544,Reg,AllPub,Duplex,1Story,3,4,1950,GasA,N,FuseF,10.4,1040,0,0,Typ,Detchd,4,400,Y,2006,WD,Normal,93500,93.5
RL,10.463,10463,IR1,AllPub,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,9.01,901,9,900,Typ,Attchd,8,800,Y,2006,WD,Normal,239900,239.9
RL,10.8,10800,Reg,AllPub,Duplex,1Story,5,5,1987,GasA,Y,SBrkr,12,1200,0,0,Typ,NA,0,0,Y,2009,WD,Alloca,179000,179
RL,9.313,9313,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,8.64,864,8.64,864,Typ,Attchd,5.72,572,Y,2009,WD,Normal,190000,190
RM,9.6,9600,Reg,AllPub,1Fam,2Story,5,7,1910,GasA,Y,SBrkr,7.68,768,6.64,664,Typ,Detchd,3.6,360,Y,2007,WD,Abnorml,132000,132
RL,6.768,6768,IR1,AllPub,1Fam,1Story,6,8,1961,GasA,Y,SBrkr,9.12,912,0,0,Typ,Detchd,2.88,288,Y,2008,WD,Normal,142000,142
RL,8.45,8450,Reg,AllPub,1Fam,1Story,7,5,2000,GasA,Y,SBrkr,13.49,1349,0,0,Typ,Attchd,5.39,539,Y,2007,WD,Normal,179000,179
RL,12.886,12886,IR1,AllPub,1Fam,SLvl,5,6,1963,GasA,Y,SBrkr,14.64,1464,0,0,Min2,Attchd,4.8,480,Y,2009,WD,Normal,175000,175
RL,5.395,5395,IR1,AllPub,TwnhsE,1Story,8,5,1993,GasA,Y,SBrkr,13.37,1337,0,0,Typ,Attchd,4.62,462,Y,2008,WD,Normal,180000,180
RL,8.963,8963,IR1,AllPub,1Fam,2Story,8,9,1976,GasA,Y,SBrkr,11.75,1175,15.4,1540,Typ,BuiltIn,8.31,831,Y,2008,WD,Normal,299800,299.8
RL,8.795,8795,IR1,AllPub,1Fam,2Story,7,5,2000,GasA,Y,SBrkr,9.8,980,12.76,1276,Typ,BuiltIn,5.54,554,Y,2009,WD,Normal,236000,236
RM,11.7,11700,IR1,AllPub,1Fam,2Story,7,7,1880,GasW,N,SBrkr,13.2,1320,13.2,1320,Typ,Detchd,8.64,864,N,2009,WD,Normal,265979,265.979
RL,10.593,10593,IR1,AllPub,1Fam,1Story,7,5,1996,GasA,Y,SBrkr,17.2,1720,0,0,Typ,Attchd,5.27,527,Y,2010,WD,Normal,260400,260.4
RL,8.405,8405,Reg,AllPub,1Fam,1.5Fin,4,3,1945,Wall,N,FuseF,10.88,1088,4.41,441,Mod,Detchd,2.4,240,N,2009,WD,Normal,98000,98
RM,8.8,8800,Reg,AllPub,1Fam,1.5Fin,4,7,1910,GasA,Y,SBrkr,7.92,792,3.48,348,Min2,NA,0,0,N,2010,WD,Normal,96500,96.5
RL,7.75,7750,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,6.6,660,6.6,660,Typ,Attchd,4,400,Y,2007,WD,Normal,162000,162
RL,9.236,9236,IR1,AllPub,1Fam,1Story,6,5,1997,GasA,Y,SBrkr,14.94,1494,0,0,Typ,Attchd,5.76,576,Y,2006,WD,Normal,217000,217
RL,10.24,10240,Reg,AllPub,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,10.38,1038,10.6,1060,Typ,Attchd,8.78,878,Y,2006,WD,Normal,275500,275.5
RL,7.93,7930,Reg,AllPub,1Fam,1Story,6,8,1969,GasA,Y,SBrkr,10.26,1026,0,0,Typ,Detchd,4.4,440,Y,2009,WD,Normal,156000,156
FV,3.23,3230,Reg,AllPub,TwnhsE,2Story,6,5,1999,GasA,Y,SBrkr,7.42,742,7.29,729,Typ,Detchd,4.4,440,Y,2009,WD,Normal,172500,172.5
RL,10.769,10769,IR1,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,8.66,866,9.02,902,Typ,Attchd,5.78,578,Y,2009,WD,Normal,212000,212
RL,11.616,11616,IR1,AllPub,1Fam,2Story,6,5,1978,GasA,Y,SBrkr,6.72,672,7.14,714,Typ,Attchd,4.4,440,Y,2010,WD,Abnorml,158900,158.9
FV,2.28,2280,Reg,AllPub,Twnhs,2Story,7,5,1999,GasA,Y,SBrkr,7.57,757,7.44,744,Typ,Detchd,4.4,440,Y,2008,WD,Normal,179400,179.4
RL,12.257,12257,IR1,AllPub,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,13.28,1328,12.03,1203,Typ,Attchd,7.52,752,Y,2007,WD,Normal,290000,290
RL,9.1,9100,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,8.64,864,0,0,Typ,Detchd,3,300,Y,2009,WD,Normal,127500,127.5
RM,6.911,6911,Reg,AllPub,1Fam,1Story,5,5,1924,GasA,Y,SBrkr,13.01,1301,0,0,Min1,Detchd,4.4,440,Y,2009,WD,Normal,100000,100
FV,8.64,8640,Reg,AllPub,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,7.64,764,7.83,783,Typ,Attchd,6.14,614,Y,2010,Con,Normal,215200,215.2
RL,9.43,9430,Reg,AllPub,1Fam,2Story,8,5,1999,GasA,Y,SBrkr,12.68,1268,10.97,1097,Typ,Attchd,8.56,856,Y,2009,WD,Normal,337000,337
RL,9.549,9549,IR1,AllPub,TwnhsE,1Story,8,5,1995,GasA,Y,SBrkr,14.94,1494,0,0,Typ,Attchd,4.81,481,Y,2006,WD,Normal,270000,270
RL,14.587,14587,IR1,AllPub,1Fam,1Story,9,5,2008,GasA,Y,SBrkr,15.06,1506,0,0,Typ,Attchd,5.92,592,Y,2008,New,Partial,264132,264.132
RL,10.421,10421,Reg,AllPub,1Fam,2Story,7,5,1988,GasA,Y,SBrkr,9.8,980,7.34,734,Typ,Attchd,4.96,496,Y,2010,WD,Normal,196500,196.5
RL,12.508,12508,IR1,AllPub,1Fam,1.5Fin,6,7,1940,GasA,Y,SBrkr,9.83,983,7.67,767,Mod,Attchd,4.23,423,Y,2008,WD,Normal,160000,160
RL,9.1,9100,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,18.36,1836,0,0,Typ,Attchd,4.84,484,Y,2006,WD,Normal,216837,216.837
RL,53.504,53504,IR2,AllPub,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,16.9,1690,15.89,1589,Mod,BuiltIn,8.41,841,Y,2010,WD,Normal,538000,538
RL,7.252,7252,IR1,AllPub,1Fam,SFoyer,5,5,1982,GasA,Y,SBrkr,8.58,858,0,0,Typ,Detchd,5.76,576,Y,2009,WD,Normal,134900,134.9
RL,8.877,8877,Reg,AllPub,1Fam,1Story,4,5,1951,GasA,Y,FuseF,12.2,1220,0,0,Typ,Detchd,3.96,396,Y,2006,COD,Normal,102000,102
RL,7.819,7819,Reg,AllPub,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,11.17,1117,0,0,Typ,Detchd,6.72,672,Y,2010,WD,Abnorml,107000,107
RL,10.15,10150,Reg,AllPub,1Fam,1Story,5,5,1958,GasA,Y,FuseA,9.12,912,0,0,Typ,Attchd,2.75,275,Y,2007,COD,Normal,114500,114.5
RL,14.226,14226,Reg,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,19.73,1973,0,0,Typ,Attchd,8.95,895,Y,2007,New,Partial,395000,395
RM,4.5,4500,Reg,AllPub,TwnhsE,1Story,6,5,1998,GasA,Y,SBrkr,12.04,1204,0,0,Typ,Attchd,4.12,412,Y,2009,WD,Normal,162000,162
RL,11.21,11210,IR1,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,16.14,1614,0,0,Typ,Attchd,8.65,865,Y,2006,New,Partial,221500,221.5
RL,13.35,13350,IR1,AllPub,1Fam,1Story,5,5,1974,GasA,Y,SBrkr,8.94,894,0,0,Typ,Attchd,4.4,440,Y,2006,WD,Normal,142500,142.5
RH,8.4,8400,Reg,AllPub,Duplex,1Story,5,5,1977,GasA,Y,SBrkr,20.2,2020,0,0,Typ,Detchd,6.3,630,Y,2007,WD,Normal,144000,144
RL,10.53,10530,Reg,AllPub,Duplex,SFoyer,6,5,1977,GasA,Y,SBrkr,10.04,1004,0,0,Typ,Attchd,5.04,504,Y,2006,WD,Normal,135000,135
RL,7.875,7875,Reg,AllPub,1Fam,1Story,7,5,1995,GasA,Y,SBrkr,12.53,1253,0,0,Typ,Attchd,4.02,402,Y,2007,WD,Normal,176000,176
RL,7.153,7153,Reg,AllPub,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,8.1,810,7.93,793,Typ,Attchd,4.84,484,Y,2006,WD,Normal,175900,175.9
RL,16.285,16285,IR2,AllPub,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,14.3,1430,0,0,Typ,Attchd,6.05,605,Y,2009,WD,Normal,187100,187.1
RL,9.101,9101,IR1,AllPub,1Fam,SFoyer,5,6,1978,GasA,Y,SBrkr,11.1,1110,0,0,Typ,Attchd,6.02,602,Y,2009,WD,Normal,165500,165.5
RM,6.3,6300,Reg,AllPub,1Fam,2.5Unf,6,6,1914,GasA,Y,SBrkr,7.42,742,7.42,742,Typ,NA,0,0,Y,2008,WD,Normal,128000,128
RL,9.79,9790,Reg,AllPub,1Fam,1Story,6,5,1967,GasA,Y,SBrkr,13.42,1342,0,0,Typ,Attchd,4.57,457,Y,2009,WD,Normal,161500,161.5
RM,10.8,10800,Reg,AllPub,1Fam,1.5Fin,5,6,1915,GasA,Y,SBrkr,9.66,966,6.86,686,Typ,Detchd,4.16,416,Y,2010,WD,Normal,139000,139
RL,10.142,10142,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,9.56,956,11.28,1128,Typ,BuiltIn,6.18,618,Y,2010,WD,Normal,233000,233
RM,6,6000,Reg,AllPub,1Fam,1Story,4,7,1954,GasA,Y,SBrkr,9.01,901,0,0,Typ,Detchd,2.81,281,Y,2008,WD,Normal,107900,107.9
RL,12.205,12205,IR1,AllPub,1Fam,2Story,6,8,1966,GasA,Y,SBrkr,9.76,976,11.11,1111,Typ,Attchd,4.44,444,Y,2007,WD,Normal,187500,187.5
RL,3.182,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,11.45,1145,0,0,Typ,Attchd,3.97,397,Y,2009,WD,Normal,160200,160.2
RL,11.333,11333,IR1,AllPub,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,10.62,1062,0,0,Typ,Attchd,5.39,539,Y,2007,WD,Normal,146800,146.8
RL,9.92,9920,IR1,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,11.27,1127,8.86,886,Typ,Attchd,4.55,455,Y,2007,WD,Normal,269790,269.79
RL,9.158,9158,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,14.96,1496,0,0,Typ,Attchd,4.74,474,Y,2007,New,Partial,225000,225
RL,10.832,10832,IR1,AllPub,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,10.86,1086,8.09,809,Typ,Attchd,4.09,409,Y,2008,WD,Normal,194500,194.5
RL,8.4,8400,Reg,AllPub,1Fam,2Story,6,6,1980,GasA,Y,SBrkr,8.88,888,6.76,676,Typ,Attchd,4.76,476,Y,2010,WD,Normal,171000,171
RL,8.197,8197,Reg,AllPub,1Fam,1Story,6,5,1977,GasA,Y,SBrkr,12.85,1285,0,0,Typ,Attchd,5.28,528,Y,2007,WD,Normal,143500,143.5
RL,7.677,7677,Reg,AllPub,1Fam,1Story,5,5,1953,GasA,Y,SBrkr,7.73,773,0,0,Typ,Attchd,2.4,240,Y,2008,WD,Abnorml,110000,110
RL,13.518,13518,Reg,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,19.66,1966,11.74,1174,Typ,BuiltIn,8.2,820,Y,2009,New,Partial,485000,485
RL,7.2,7200,Reg,AllPub,1Fam,1.5Fin,5,7,1937,GasA,Y,SBrkr,9.81,981,7.87,787,Typ,Detchd,2.4,240,Y,2007,WD,Normal,175000,175
RL,12.798,12798,IR1,AllPub,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,6.16,616,10.72,1072,Typ,Attchd,6.03,603,Y,2008,WD,Normal,200000,200
RM,4.8,4800,Reg,AllPub,1Fam,1Story,4,7,1916,GasA,Y,FuseA,11.96,1196,0,0,Typ,Detchd,4.4,440,Y,2007,WD,Normal,109900,109.9
RL,8.199,8199,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,7.28,728,7.28,728,Typ,Attchd,4.1,410,Y,2008,WD,Normal,189000,189
RL,13.891,13891,Reg,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,17.34,1734,10.88,1088,Typ,BuiltIn,10.2,1020,Y,2009,New,Partial,582933,582.933
RL,9,9000,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,11.28,1128,0,0,Min1,Attchd,2.86,286,Y,2006,WD,Family,118000,118
RL,12.274,12274,IR1,AllPub,1Fam,1Story,7,5,2008,GasA,Y,SBrkr,14.28,1428,0,0,Typ,Attchd,5.54,554,Y,2008,New,Partial,227680,227.68
RL,9.75,9750,Reg,AllPub,1Fam,SLvl,5,5,1967,GasA,Y,SBrkr,9.8,980,0,0,Typ,Attchd,3.84,384,Y,2006,WD,Normal,135500,135.5
RL,21.384,21384,Reg,AllPub,1Fam,2Story,5,6,1923,GasA,Y,SBrkr,10.72,1072,5.04,504,Typ,Attchd,5.28,528,Y,2009,WD,Normal,223500,223.5
RL,13.4,13400,Reg,AllPub,1Fam,SLvl,5,5,1966,GasA,Y,SBrkr,10.86,1086,0,0,Typ,Attchd,4.84,484,Y,2006,WD,Normal,159950,159.95
RM,8.1,8100,Reg,AllPub,1Fam,2.5Unf,5,5,1898,GasA,N,FuseA,10.75,1075,10.63,1063,Typ,Detchd,3.6,360,N,2009,WD,Normal,106000,106
RL,10.14,10140,Reg,AllPub,1Fam,1Story,6,6,1974,GasA,Y,SBrkr,13.09,1309,0,0,Typ,Attchd,4.84,484,Y,2006,WD,Normal,181000,181
RM,4.438,4438,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,8.48,848,0,0,Typ,Attchd,4.2,420,Y,2008,ConLD,Normal,144500,144.5
C (all),8.712,8712,Reg,AllPub,1Fam,1Story,5,5,1952,GasA,N,FuseA,10.44,1044,0,0,Typ,Basment,5.04,504,N,2010,WD,Alloca,55993,55.993
RL,9.75,9750,Reg,AllPub,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,14.42,1442,0,0,Typ,Attchd,3.01,301,Y,2007,COD,Normal,157900,157.9
RL,8.248,8248,Reg,AllPub,1Fam,1.5Fin,5,7,1918,GasW,Y,SBrkr,6.86,686,5.64,564,Typ,Detchd,2.8,280,P,2006,WD,Normal,116000,116
RL,12.137,12137,IR2,AllPub,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,16.61,1661,0,0,Typ,Attchd,5.98,598,Y,2010,WD,Normal,224900,224.9
RL,11.425,11425,IR1,AllPub,1Fam,1Story,5,6,1954,GasA,Y,SBrkr,10.08,1008,0,0,Typ,Attchd,2.75,275,Y,2006,WD,Normal,137000,137
RL,13.265,13265,IR1,AllPub,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,16.89,1689,0,0,Typ,Attchd,8.57,857,Y,2008,WD,Normal,271000,271
RL,8.816,8816,Reg,AllPub,1Fam,SLvl,6,7,1971,GasA,Y,SBrkr,10.52,1052,0,0,Typ,Attchd,4.4,440,Y,2010,WD,Normal,155000,155
RL,6.371,6371,IR1,AllPub,TwnhsE,1Story,7,5,2009,GasA,Y,SBrkr,13.58,1358,0,0,Typ,Attchd,4.84,484,Y,2010,New,Partial,224000,224
RL,7.226,7226,IR1,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,7.98,798,8.42,842,Typ,Attchd,5.95,595,Y,2008,WD,Normal,183000,183
RM,6,6000,Reg,AllPub,2fmCon,1Story,4,4,1953,GasA,N,SBrkr,9.36,936,0,0,Min2,Detchd,5.76,576,Y,2009,WD,Normal,93000,93
RL,12.394,12394,IR1,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,8.47,847,8.86,886,Typ,BuiltIn,4.33,433,Y,2007,WD,Family,225000,225
RL,9.9,9900,Reg,AllPub,1Fam,1.5Fin,6,7,1940,GasA,Y,SBrkr,9.44,944,5.45,545,Typ,Detchd,2.4,240,Y,2009,WD,Normal,139500,139.5
FV,11.216,11216,Reg,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,14.89,1489,0,0,Typ,Attchd,7.76,776,Y,2006,New,Partial,232600,232.6
RL,14.803,14803,Reg,AllPub,1Fam,1Story,10,5,2007,GasA,Y,SBrkr,20.84,2084,0,0,Typ,Attchd,12.2,1220,Y,2008,New,Partial,385000,385
RM,6.13,6130,Reg,AllPub,1Fam,1.5Unf,5,6,1924,GasA,Y,SBrkr,7.84,784,0,0,Typ,NA,0,0,Y,2008,WD,Normal,109500,109.5
RL,8.529,8529,IR1,AllPub,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,14.34,1434,0,0,Typ,Attchd,5.27,527,Y,2009,WD,Normal,189000,189
RL,28.698,28698,IR2,AllPub,1Fam,2Story,5,5,1967,GasA,Y,SBrkr,11.6,1160,9.66,966,Min2,Attchd,5.38,538,Y,2009,WD,Abnorml,185000,185
FV,2.544,2544,Reg,AllPub,Twnhs,2Story,7,5,2005,GasA,Y,SBrkr,5.2,520,6.23,623,Typ,Detchd,4.8,480,Y,2006,WD,Normal,147400,147.4
RL,11.9,11900,IR1,AllPub,1Fam,1Story,6,5,1957,GasA,Y,FuseA,13.92,1392,0,0,Typ,Attchd,4.58,458,Y,2008,WD,Normal,166000,166
FV,3.18,3180,Reg,AllPub,TwnhsE,2Story,7,5,2005,GasA,Y,SBrkr,5.2,520,6,600,Typ,Detchd,4.8,480,Y,2006,WD,Normal,151000,151
RL,9.548,9548,IR1,AllPub,1Fam,2Story,7,6,2003,GasA,Y,SBrkr,9.41,941,8.88,888,Typ,Attchd,6.13,613,Y,2010,WD,Normal,237000,237
RL,10.004,10004,Reg,AllPub,1Fam,1Story,6,6,1964,GasA,Y,SBrkr,15.16,1516,0,0,Typ,Attchd,4.72,472,Y,2009,WD,Normal,167000,167
RL,7.875,7875,Reg,AllPub,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,11.44,1144,0,0,Typ,Attchd,4.56,456,Y,2008,WD,Normal,139950,139.95
RL,9.6,9600,Reg,AllPub,1Fam,1Story,4,7,1950,GasA,Y,SBrkr,10.67,1067,0,0,Min2,Attchd,4.36,436,Y,2010,WD,Normal,128000,128
RM,8.1,8100,Reg,AllPub,1Fam,1Story,5,6,1948,GasA,Y,SBrkr,15.59,1559,0,0,Min2,Detchd,8.12,812,Y,2007,COD,Normal,153500,153.5
RM,1.68,1680,Reg,AllPub,Twnhs,2Story,6,5,1973,GasA,Y,SBrkr,4.83,483,5.04,504,Typ,Detchd,2.64,264,Y,2008,WD,Normal,100000,100
RL,9.525,9525,Reg,AllPub,1Fam,1Story,5,6,1995,GasA,Y,SBrkr,10.99,1099,0,0,Typ,Attchd,3.52,352,Y,2008,WD,Normal,144000,144
RL,11.767,11767,Reg,AllPub,1Fam,1.5Fin,5,6,1946,GasA,Y,SBrkr,7.68,768,4.32,432,Typ,Detchd,2.4,240,Y,2008,WD,Normal,130500,130.5
RH,12.155,12155,IR1,AllPub,1Fam,2Story,6,8,1925,GasA,N,SBrkr,8.1,810,6.72,672,Typ,Detchd,4,400,P,2008,WD,Normal,140000,140
RM,10.44,10440,Reg,AllPub,1Fam,2Story,5,8,1904,GasA,Y,SBrkr,9.58,958,5.81,581,Typ,Detchd,6.86,686,P,2008,WD,Normal,157500,157.5
RL,9.02,9020,Reg,AllPub,1Fam,SLvl,6,7,1966,GasA,Y,SBrkr,11.65,1165,0,0,Typ,Attchd,4.9,490,Y,2008,WD,Normal,174900,174.9
RL,8,8000,Reg,AllPub,Duplex,1Story,5,4,1961,GasA,N,SBrkr,18,1800,0,0,Typ,NA,0,0,Y,2007,WD,Normal,141000,141
RM,12.665,12665,IR1,AllPub,1Fam,1.5Fin,5,8,1915,GasA,Y,SBrkr,8.76,876,5.4,540,Typ,Detchd,7.2,720,Y,2008,WD,Normal,153900,153.9
RL,16.647,16647,IR1,AllPub,1Fam,SFoyer,5,5,1975,GasA,Y,SBrkr,17.01,1701,0,0,Min2,Basment,6.11,611,Y,2007,WD,Normal,171000,171
RL,9.317,9317,Reg,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,10.06,1006,7.69,769,Typ,Attchd,4.25,425,Y,2009,WD,Normal,213000,213
RL,15.523,15523,IR1,AllPub,1Fam,1Story,5,6,1972,GasA,Y,SBrkr,8.64,864,0,0,Typ,Attchd,3.38,338,Y,2009,WD,Normal,133500,133.5
RL,45.6,45600,IR2,AllPub,1Fam,1.5Fin,6,8,1908,GasA,Y,SBrkr,13.07,1307,10.51,1051,Typ,Detchd,3.6,360,Y,2008,WD,Normal,240000,240
RL,9.6,9600,Reg,AllPub,1Fam,SLvl,6,7,1976,GasA,Y,SBrkr,10.94,1094,7.61,761,Typ,Attchd,5.12,512,Y,2007,WD,Normal,187000,187
RM,4.435,4435,Reg,AllPub,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,8.48,848,0,0,Typ,Attchd,4.2,420,Y,2007,WD,Normal,131500,131.5
RL,3.196,3196,Reg,AllPub,TwnhsE,1Story,8,5,2003,GasA,Y,SBrkr,14.56,1456,0,0,Typ,Attchd,4,400,Y,2006,WD,Normal,215000,215
RL,7.128,7128,Reg,AllPub,1Fam,2.5Unf,7,5,1941,GasA,Y,SBrkr,9.18,918,7.28,728,Typ,Detchd,2.4,240,Y,2007,WD,Normal,164000,164
RL,12.095,12095,IR1,AllPub,1Fam,SLvl,6,6,1964,GasA,Y,SBrkr,14.45,1445,0,0,Typ,Attchd,6.45,645,Y,2009,WD,Normal,158000,158
RL,17.92,17920,Reg,AllPub,1Fam,1Story,5,4,1955,GasA,Y,SBrkr,17.79,1779,0,0,Typ,Attchd,4.54,454,Y,2006,WD,Abnorml,170000,170
RL,6.897,6897,IR1,AllPub,1Fam,1Story,5,8,1962,GasA,Y,SBrkr,10.4,1040,0,0,Typ,Detchd,2.6,260,Y,2010,WD,Normal,127000,127
RL,10.97,10970,IR1,AllPub,1Fam,SLvl,6,6,1978,GasA,Y,SBrkr,10.26,1026,0,0,Typ,Detchd,5.76,576,Y,2008,WD,Normal,147000,147
RL,8.125,8125,Reg,AllPub,1Fam,2Story,6,5,1994,GasA,Y,SBrkr,7.02,702,7.79,779,Typ,Attchd,3.43,343,Y,2009,WD,Normal,174000,174
RL,10.4,10400,Reg,AllPub,1Fam,1Story,7,5,1976,GasA,Y,SBrkr,13.7,1370,0,0,Typ,Attchd,4.79,479,Y,2009,WD,Family,152000,152
RL,11.029,11029,IR1,AllPub,1Fam,2Story,6,7,1968,GasA,Y,SBrkr,15.12,1512,11.42,1142,Typ,Attchd,6.19,619,Y,2006,WD,Normal,250000,250
RL,7.642,7642,Reg,AllPub,1Fam,1.5Fin,7,8,1918,GasA,Y,SBrkr,9.12,912,5.14,514,Typ,Detchd,2.16,216,Y,2007,WD,Normal,189950,189.95
RL,11.625,11625,Reg,AllPub,2fmCon,1Story,5,4,1965,GasA,Y,SBrkr,10.39,1039,0,0,Typ,Attchd,5.04,504,Y,2010,WD,Normal,131500,131.5
RL,9.672,9672,Reg,AllPub,1Fam,1Story,6,5,1984,GasA,Y,SBrkr,10.97,1097,0,0,Typ,Attchd,4.8,480,Y,2010,WD,Normal,152000,152
RL,7.931,7931,Reg,AllPub,1Fam,1Story,5,5,1959,GasA,Y,SBrkr,11.48,1148,0,0,Typ,Attchd,6.72,672,Y,2009,WD,Normal,132500,132.5
FV,8.64,8640,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,13.72,1372,0,0,Typ,Attchd,5.29,529,Y,2008,New,Partial,250580,250.58
RL,8.75,8750,IR1,AllPub,1Fam,1Story,5,6,1970,GasA,Y,SBrkr,10.02,1002,0,0,Typ,Detchd,9.02,902,Y,2009,WD,Normal,148500,148.5
RL,10.656,10656,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,16.46,1646,0,0,Typ,Attchd,8.7,870,Y,2007,New,Partial,248900,248.9
RL,6.97,6970,Reg,AllPub,1Fam,1Story,4,5,1961,GasA,Y,SBrkr,11.2,1120,0,0,Typ,Attchd,5.44,544,Y,2007,WD,Normal,129000,129
RL,14.762,14762,IR2,AllPub,1Fam,2Story,5,6,1948,GasA,Y,SBrkr,15.47,1547,7.2,720,Typ,Attchd,6.72,672,P,2006,WD,Normal,169000,169
RL,9.938,9938,Reg,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,10.62,1062,8.87,887,Typ,Attchd,5.74,574,Y,2010,WD,Normal,236000,236
RL,6.6,6600,Reg,AllPub,1Fam,1Story,5,5,1962,GasA,N,SBrkr,8.94,894,0,0,Typ,Detchd,3.08,308,Y,2009,WD,Normal,109500,109.5
RL,8.75,8750,Reg,AllPub,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,8.04,804,8.78,878,Typ,Attchd,5.23,523,Y,2010,WD,Normal,200500,200.5
RL,8.892,8892,Reg,AllPub,1Fam,1Story,5,7,1953,GasA,Y,SBrkr,9.1,910,0,0,Typ,Attchd,4.14,414,Y,2008,WD,Normal,116000,116
RL,12.144,12144,Reg,AllPub,1Fam,1Story,5,7,1949,GasA,Y,SBrkr,10.36,1036,0,0,Typ,Attchd,2.88,288,Y,2009,WD,Normal,133000,133
RM,5.72,5720,Reg,AllPub,1Fam,1.5Fin,5,6,1941,GasA,Y,SBrkr,6.76,676,4.55,455,Typ,Detchd,2,200,Y,2009,WD,Abnorml,66500,66.5
FV,9,9000,Reg,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,11.84,1184,14.26,1426,Typ,BuiltIn,5.5,550,Y,2007,New,Partial,303477,303.477
RL,25.286,25286,Reg,AllPub,1Fam,1Story,4,5,1963,GasA,Y,SBrkr,10.4,1040,0,0,Typ,Attchd,6.48,648,Y,2007,WD,Normal,132250,132.25
